timestamp,X,Y,Z
1788345201597,84.055026,-39.401340,-4.878826
1788345201698,84.065900,-39.429268,-4.874101
1788345201799,84.078631,-39.461613,-4.857707
1788345201900,84.087299,-39.462104,-4.856972
1788345202001,84.034604,-39.434176,-4.877546
1788345202102,83.978303,-39.449431,-4.891864
1788345202203,83.869006,-39.487557,-4.917140
1788345202303,83.976083,-39.434568,-4.885341
1788345202404,83.983487,-39.431594,-4.861693
1788345202505,83.978706,-39.496498,-4.938783
1788345202606,83.982503,-39.537783,-4.807247
1788345202707,83.899605,-39.523651,-4.842707
1788345202808,84.000672,-39.598087,-4.659787
1788345202909,83.895856,-39.694266,-5.071617
1788345203010,84.258354,-39.713418,-4.514720
1788345203111,84.228595,-39.736087,-4.293252
1788345203211,84.336048,-39.741223,-4.018498
1788345203312,84.188837,-39.670832,-3.971942
1788345203413,83.985044,-39.690175,-4.288896
1788345203514,83.839998,-39.654371,-4.495721
1788345203615,83.772707,-39.751691,-4.516364
1788345203716,84.144140,-39.914403,-3.750141
1788345203817,84.578103,-40.044730,-3.013805
1788345203918,84.652934,-40.155058,-2.699108
1788345204019,84.764751,-40.261349,-2.416800
1788345204119,84.800637,-40.251917,-2.296788
1788345204220,84.735327,-40.232287,-2.360864
1788345204321,84.651903,-40.211540,-2.429569
1788345204422,84.648105,-40.161331,-2.487600
1788345204523,84.621987,-40.141957,-2.669662
1788345204624,84.632164,-40.081804,-2.695138
1788345204725,84.474345,-40.021155,-2.968421
1788345204826,84.482630,-40.037917,-2.837302
1788345204927,84.484679,-40.026145,-2.858966
1788345205027,84.445501,-40.005740,-2.924832
1788345205128,84.435386,-40.019817,-2.879575
1788345205229,84.445242,-40.013871,-2.865066
1788345205330,84.393995,-40.017822,-2.893174
1788345205431,84.345029,-40.020390,-2.912264
1788345205532,84.307586,-40.006327,-2.962350
1788345205633,84.203720,-40.026206,-3.022547
1788345205734,84.150615,-40.049849,-3.046004
1788345205835,84.415394,-40.137938,-2.649776
1788345205935,84.575671,-40.122874,-2.451368
1788345206036,84.636542,-40.144317,-2.386189
1788345206137,84.669019,-40.046724,-2.510196
1788345206238,84.603190,-40.148497,-2.440083
1788345206339,84.689428,-40.126224,-2.283866
1788345206440,84.664764,-40.096994,-2.432012
1788345206541,84.662818,-40.103282,-2.484827
1788345206642,84.610246,-40.073707,-2.595450
1788345206743,84.551684,-40.059022,-2.658678
1788345206843,84.577836,-40.069633,-2.654596
1788345206944,84.556676,-40.046120,-2.719376
1788345207045,84.554825,-40.045191,-2.754555
1788345207146,84.567256,-39.990587,-2.871542
1788345207247,84.570890,-39.985198,-2.861943
1788345207348,84.507226,-39.993537,-2.894851
1788345207449,84.510122,-39.967559,-2.933680
1788345207550,84.530073,-39.919522,-2.990711
1788345207651,84.519022,-39.933719,-2.879440
1788345207751,84.481223,-39.932626,-2.874337
1788345207852,84.523741,-39.954076,-2.707988
1788345207953,84.492800,-39.920823,-2.619652
1788345208054,84.485410,-39.853846,-2.645132
1788345208155,84.415852,-39.846787,-2.748728
1788345208256,84.391263,-39.843980,-2.919859
1788345208357,84.365793,-39.852750,-2.994223
1788345208458,84.393906,-39.821068,-3.019848
1788345208559,84.326786,-39.745458,-3.236637
1788345208659,84.294554,-39.736097,-3.318858
1788345208760,84.323931,-39.721040,-3.317757
1788345208861,84.292321,-39.668902,-3.389130
1788345208962,84.333958,-39.628682,-3.352478
1788345209063,84.319150,-39.622720,-3.337897
1788345209164,84.350077,-39.674814,-3.226318
1788345209265,84.255609,-39.692855,-3.276448
1788345209366,84.213275,-39.625616,-3.413128
1788345209467,84.137474,-39.664237,-3.418219
1788345209567,84.132925,-39.660159,-3.406088
1788345209668,84.151503,-39.665712,-3.428054
1788345209769,84.140697,-39.651700,-3.459221
1788345209870,84.117488,-39.658069,-3.386348
1788345209971,84.095775,-39.653244,-3.397151
1788345210072,84.057513,-39.644877,-3.441496
1788345210173,84.031080,-39.655245,-3.392563
1788345210274,83.983910,-39.636329,-3.454180
1788345210374,83.993439,-39.658274,-3.403624
1788345210475,83.873815,-39.649614,-3.533064
1788345210576,83.945197,-39.688450,-3.432248
1788345210677,83.877995,-39.686172,-3.476428
1788345210778,83.845838,-39.656621,-3.506124
1788345210879,83.862538,-39.662007,-3.475324
1788345210980,83.845510,-39.672655,-3.463850
1788345211081,83.846637,-39.655802,-3.461271
1788345211182,83.776437,-39.665221,-3.493044
1788345211282,83.792795,-39.670370,-3.427284
1788345211383,83.803839,-39.646243,-3.452823
1788345211484,83.764176,-39.656143,-3.452605
1788345211585,83.770009,-39.667259,-3.394118
1788345211686,83.788492,-39.633170,-3.433129
1788345211787,83.794523,-39.614319,-3.446116
1788345211888,83.680329,-39.684290,-3.396177
1788345211989,83.616836,-39.727017,-3.387974
1788345212090,83.608994,-39.737883,-3.356257
1788345212190,83.533296,-39.653800,-3.501824
1788345212291,83.565152,-39.657622,-3.475246
1788345212392,83.533917,-39.624478,-3.545155
1788345212493,83.585328,-39.625872,-3.434171
1788345212594,83.532558,-39.596499,-3.542095
1788345212695,83.515414,-39.596410,-3.541651
1788345212796,83.469508,-39.585984,-3.593784
1788345212897,83.474378,-39.597848,-3.551505
1788345212998,83.414682,-39.598882,-3.714555
1788345213098,83.413726,-39.609408,-3.703751
1788345213199,83.391822,-39.612877,-3.693882
1788345213300,83.375969,-39.654661,-3.749640
