t,ext_stimulus,novelty,context,stress,opto_dopamine,opto_ach,opto_poa,sensory,mpoa_drive,dopamine,ach,nac_d1,nac_d2,pfc_control,mount,intromission,seg_ready,network_drive,threshold,refractory,event,phase
253,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.40255408511580965,0.0,0.0,0.0,0.0,1.6,0.631179068388377,0.0,0.0,0.0,-0.37935047693058144,1.0068217133944959,0.6833496783394528,0,refractory
254,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.39406646463712747,0.0,0.0,0.0,0.0,1.6,0.6553037119420132,0.0,0.0,0.0,-0.3805333132953028,1.0060019614007343,0.6765662305910767,0,refractory
255,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.3882368073696182,0.0,0.0,0.0,0.0,1.6,0.6786373414746205,0.0,0.0,0.0,-0.3816456556538559,1.0051879476709293,0.6698302669769391,0,refractory
256,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4033534673773336,0.0,0.0,0.0,0.0,1.6,0.7001576385630808,0.0,0.0,0.0,-0.3825852119121571,1.0043796320372327,0.6631414551081005,0,refractory
257,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4081355949162249,0.0,0.0,0.0,0.0,1.6,0.7204349322439891,0.0,0.0,0.0,-0.383408955143857,1.0035769746129721,0.6564994649223438,0,refractory
258,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4116301635351965,0.0,0.0,0.0,0.0,1.6,0.7395712138597382,0.0,0.0,0.0,-0.3841270250719957,1.0027799357906813,0.6499039686678874,0,refractory
259,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4139703391054081,0.0,0.0,0.0,0.0,1.6,0.7576589410364684,0.0,0.0,0.0,-0.38474860846386655,1.0019884762401465,0.6433546408872122,0,refractory
260,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.41713552815674526,0.0,0.0,0.0,0.0,1.6,0.7746889927328426,0.0,0.0,0.0,-0.38527273463298245,1.0012025569064655,0.6368511584010017,0,refractory
261,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.42784416349991344,0.0,0.0,0.0,0.0,1.6,0.7903165622653874,0.0,0.0,0.0,-0.385664864738719,1.0004221390081203,0.6303932002921947,0,refractory
262,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.43559606993347766,0.0,0.0,0.0,0.0,1.6,0.8047314870428144,0.0,0.0,0.0,-0.3859439247568765,0.9996471840350634,0.6239804478901493,0,refractory
263,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4396692741363835,0.0,0.0,0.0,0.0,1.6,0.8181543685722054,0.0,0.0,0.0,-0.3861319174774474,0.9988776537468179,0.6176125847549182,0,refractory
264,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4309938195950281,0.0,0.0,0.0,0.0,1.6,0.8312531103577271,0.0,0.0,0.0,-0.386295576291658,0.9981135101705902,0.6112892966616338,0,refractory
265,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.43820515446032426,0.0,0.0,0.0,0.0,1.6,0.8432451233443925,0.0,0.0,0.0,-0.3863565857335334,0.997354715599396,0.6050102715850023,0,refractory
266,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.43317447750198634,0.0,0.0,0.0,0.0,1.6,0.8547761523107502,0.0,0.0,0.0,-0.38637946411637547,0.9966012325902003,0.5987751996839072,0,refractory
267,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4461259551609117,0.0,0.0,0.0,0.0,1.6,0.864962634269038,0.0,0.0,0.0,-0.3862757993700071,0.9958530239620689,0.5925837732861199,0,refractory
268,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.43491040873723397,0.0,0.0,0.0,0.0,1.6,0.8750531864698103,0.0,0.0,0.0,-0.3861703978384826,0.9951100527943344,0.5864356868731171,0,refractory
269,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.43547778262498876,0.0,0.0,0.0,0.0,1.6,0.8844639493297932,0.0,0.0,0.0,-0.3860048185701404,0.994372282424774,0.5803306370650053,0,refractory
270,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4373250884570765,0.0,0.0,0.0,0.0,1.6,0.8931525425496054,0.0,0.0,0.0,-0.3857747689266615,0.9936396764478007,0.5742683226055503,0,refractory
271,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.42592562941235207,0.0,0.0,0.0,0.0,1.6,0.9018040892439319,0.0,0.0,0.0,-0.3855487069933923,0.9929121987126661,0.5682484443473114,0,refractory
272,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4454483206744228,0.0,0.0,0.0,0.0,1.6,0.9088760653722193,0.0,0.0,0.0,-0.385172326519738,0.9921898133216774,0.5622707052368802,0,refractory
273,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.46157445552004145,0.0,0.0,0.0,0.0,1.6,0.9145850550800079,0.0,0.0,0.0,-0.3846672324506392,0.9914724846284256,0.556334810300222,0,refractory
274,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.457815639683149,0.0,0.0,0.0,0.0,1.6,0.9199659801716236,0.0,0.0,0.0,-0.3841368638712023,0.9907601772360267,0.5504404666281205,0,refractory
275,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4665602257514682,0.0,0.0,0.0,0.0,1.6,0.9244053494369318,0.0,0.0,0.0,-0.3835198189367549,0.9900528559953745,0.5445873833617236,0,refractory
276,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.47102457741811166,0.0,0.0,0.0,0.0,1.6,0.9281460137834955,0.0,0.0,0.0,-0.3828403303834598,0.9893504860034069,0.5387752716781916,0,refractory
277,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.44538799968793463,0.0,0.0,0.0,0.0,1.6,0.9327150417138523,0.0,0.0,0.0,-0.38225105307345975,0.988653032601383,0.5330038447764442,0,refractory
278,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4494164598631932,0.0,0.0,0.0,0.0,1.6,0.9366084282392915,0.0,0.0,0.0,-0.38160153488368914,0.9879604613731734,0.5272728178630092,0,refractory
279,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.450166360670333,0.0,0.0,0.0,0.0,1.6,0.9400114432868553,0.0,0.0,0.0,-0.38091025154402713,0.9872727381435611,0.5215819081379681,0,refractory
280,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.452331879778265,0.0,0.0,0.0,0.0,1.6,0.9428694433741881,0.0,0.0,0.0,-0.3801716878022531,0.9865898289765562,0.5159308347810023,0,refractory
281,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4428098553888626,0.0,0.0,0.0,0.0,1.6,0.9457844562771278,0.0,0.0,0.0,-0.3794459958882932,0.9859117001737203,0.5103193189375353,0,refractory
282,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.44174399071110404,0.0,0.0,0.0,0.0,1.6,0.9483344511020652,0.0,0.0,0.0,-0.37869092251896286,0.9852383182725043,0.5047470837049726,0,refractory
283,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4416316434488369,0.0,0.0,0.0,0.0,1.6,0.9504843293210637,0.0,0.0,0.0,-0.3779029079990014,0.9845696500445967,0.49921385411903774,0,refractory
284,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4551873198830066,0.0,0.0,0.0,0.0,1.6,0.9515642333530658,0.0,0.0,0.0,-0.3770149170767334,0.9839056624942846,0.4937193571402045,0,refractory
285,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.45966409769159644,0.0,0.0,0.0,0.0,1.6,0.9520603913630123,0.0,0.0,0.0,-0.37607552342153805,0.9832463228568246,0.48826332164022307,0,refractory
286,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.46056198348190597,0.0,0.0,0.0,0.0,1.6,0.952170400529166,0.0,0.0,0.0,-0.37510443794815673,0.9825915985968268,0.4828454783887415,0,refractory
287,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4767692041217391,0.0,0.0,0.0,0.0,1.6,0.9511418978115869,0.0,0.0,0.0,-0.3740263758911322,0.9819414574066491,0.4774655600400203,0,refractory
288,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4714859566592331,0.0,0.0,0.0,0.0,1.6,0.950083560442302,0.0,0.0,0.0,-0.37295215685143385,0.9812958672048024,0.4721233011197401,0,refractory
289,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.46807221534411,0.0,0.0,0.0,0.0,1.6,0.9489050080498964,0.0,0.0,0.0,-0.3718726950065429,0.9806547961343689,0.4668184380119019,0,refractory
290,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.45052177661695497,0.0,0.0,0.0,0.0,1.6,0.9483186852743656,0.0,0.0,0.0,-0.3708591873695789,0.9800182125614283,0.4615507089458186,0,refractory
291,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.46753196401511293,0.0,0.0,0.0,0.0,1.6,0.9465822064226768,0.0,0.0,0.0,-0.36973734825251503,0.9793860850734982,0.4563198539831979,0,refractory
292,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.47781400913645267,0.0,0.0,0.0,0.0,1.6,0.944066395425011,0.0,0.0,0.0,-0.3685442132594767,0.9787583824779837,0.4511256150053155,0,refractory
293,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.48720992921611167,0.0,0.0,0.0,0.0,1.6,0.940839576792624,0.0,0.0,0.0,-0.3672865683802192,0.9781350738006379,0.4459677357002783,0,refractory
294,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4937505165119366,0.0,0.0,0.0,0.0,1.6,0.9370666069588502,0.0,0.0,0.0,-0.3659808531219351,0.9775161282840334,0.44084596155037636,0,refractory
295,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4944419817280956,0.0,0.0,0.0,0.0,1.6,0.9330574005706203,0.0,0.0,0.0,-0.3646580131361298,0.9769015153860452,0.4357600398195237,0,refractory
296,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4961591918507951,0.0,0.0,0.0,0.0,1.6,0.9287694361512745,0.0,0.0,0.0,-0.3633137507826417,0.9762912047783429,0.430709719540787,0,refractory
297,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.49313275827409025,0.0,0.0,0.0,0.0,1.6,0.9244498371977815,0.0,0.0,0.0,-0.3619727332371198,0.9756851663448944,0.4256947515040015,0,refractory
298,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4907114436858972,0.0,0.0,0.0,0.0,1.6,0.9200713546621888,0.0,0.0,0.0,-0.3606321907369392,0.9750833701804802,0.4207148882434735,0,refractory
299,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4909660220555983,0.0,0.0,0.0,0.0,1.6,0.9155039489234759,0.0,0.0,0.0,-0.3592790747761728,0.9744857865892168,0.41576988402576914,0,refractory
300,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.5057856762890122,0.0,0.0,0.0,0.0,1.6,0.910026747580714,0.0,0.0,0.0,-0.3578412538827098,0.9738923860830924,0.41085949483758877,0,refractory
301,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.5104511282555324,0.0,0.0,0.0,0.0,1.6,0.9041750119259326,0.0,0.0,0.0,-0.35637221026335925,0.9733031393805107,0.4059834783737256,0,refractory
302,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.5087884818677224,0.0,0.0,0.0,0.0,1.6,0.8982776962010439,0.0,0.0,0.0,-0.35490479572737504,0.9727180174048471,0.4011415940251095,0,refractory
303,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.5019830220885796,0.0,0.0,0.0,0.0,1.6,0.8925952652444923,0.0,0.0,0.0,-0.35346501344896897,0.9721369912830132,0.39633360286693375,0,refractory
304,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4948937163309198,0.0,0.0,0.0,0.0,1.6,0.8871379281731164,0.0,0.0,0.0,-0.35205384133335976,0.9715600323440321,0.3915592676468652,0,refractory
305,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.5104650177894079,0.0,0.0,0.0,0.0,1.6,0.8807683713536106,0.0,0.0,0.0,-0.3505575053117968,0.9709871121176239,0.38681835277333715,0,refractory
306,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.5144532901201027,0.0,0.0,0.0,0.0,1.6,0.8740932936161045,0.0,0.0,0.0,-0.3490366328608111,0.9704182023328005,0.3821106243039238,0,refractory
307,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.5138906640984051,0.0,0.0,0.0,0.0,1.6,0.8673507856481688,0.0,0.0,0.0,-0.34751499093952315,0.9698532749164709,0.3774358499337963,0,refractory
308,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.5092132191129416,0.0,0.0,0.0,0.0,1.6,0.8607504536904007,0.0,0.0,0.0,-0.3460134983571234,0.9692923019920556,0.37279379898425974,0,refractory
309,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.49709415623141867,0.0,0.0,0.0,0.0,1.6,0.8546623611145541,0.0,0.0,0.0,-0.34456911992862216,0.9687352558781113,0.36818424239136993,0,refractory
310,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.495881774407463,0.0,0.0,0.0,0.0,1.6,0.8485287808264556,0.0,0.0,0.0,-0.34312604171309213,0.9681821090869644,0.36360695269463034,0,refractory
311,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.5041230837758665,0.0,0.0,0.0,0.0,1.6,0.8418802379361991,0.0,0.0,0.0,-0.3416372752786534,0.9676328343233557,0.3590617040257679,0,refractory
312,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4993727879564569,0.0,0.0,0.0,0.0,1.6,0.8353826541177087,0.0,0.0,0.0,-0.34016937213640913,0.9670874044830922,0.35454827209758755,0,refractory
313,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.496465450608193,0.0,0.0,0.0,0.0,1.6,0.8289415635978585,0.0,0.0,0.0,-0.33871284533735163,0.9665457926517106,0.35006643419290445,0,refractory
314,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.49373648906947554,0.0,0.0,0.0,0.0,1.6,0.8225483614152189,0.0,0.0,0.0,-0.33726679429624473,0.9660079721031486,0.34561596915355414,0,arousal
315,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.4944229731866782,0.0,0.0,0.0,0.0,1.6,0.816032816785472,0.0,0.0,0.0,-0.3358141561261869,0.9654739162984265,0.34119665736947924,0,arousal
316,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.478055945471755,0.0,0.0,0.0,0.0,1.6,0.8102529000840597,0.0,0.0,0.0,-0.33444068833491225,0.9649435988843376,0.3368082807678929,0,arousal
317,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.47591972413323386,0.0,0.0,0.0,0.0,1.6,0.8044783295211179,0.0,0.0,0.0,-0.3330733234903325,0.9644169936921472,0.33245062280251764,0,arousal
318,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.46767897998636376,0.0,0.0,0.0,0.0,1.6,0.7990160246633594,0.0,0.0,0.0,-0.3317427145707891,0.9638940747363022,0.3281234684429,0,arousal
319,0.62,0.18,0.55,0.05,0.0,0.0,0.0,0.47715767111253526,0.0,0.0,0.0,0.0,1.6,0.7929731005237325,0.0,0.0,0.0,-0.33035953437209525,0.963374816213148,0.3238266041637997,0,arousal
320,0.92,0.18,0.55,0.05,0.0,0.0,0.0,0.4763053775023853,0.0,0.0,0.0,0.0,1.6,0.7868841810837766,0.0,0.0,0.0,-0.32897720685786164,0.962859192499656,0.3195598179346531,0,arousal
321,0.92,0.18,0.55,0.05,0.0,0.0,0.0,0.48896362987529685,0.0,0.0,0.0,0.0,1.6,0.780076831595745,0.0,0.0,0.0,-0.3275284503878121,0.9623471781521584,0.31532289920911055,0,arousal
322,0.92,0.18,0.55,0.05,0.0,0.0,0.0,0.5105894592075526,0.0,0.0,0.0,0.0,1.6,0.772124581303233,0.0,0.0,0.0,-0.3259705799879632,0.9618387479050933,0.3111156389146468,0,arousal
323,0.92,0.18,0.55,0.05,0.0,0.0,0.0,0.5129699182264343,0.0,0.0,0.0,0.0,1.6,0.7640235354502996,0.0,0.0,0.0,-0.3244031685496664,0.9613338766697577,0.30693782944224424,0,arousal
324,0.92,0.18,0.55,0.05,0.0,0.0,0.0,0.5123753589761423,0.0,0.0,0.0,0.0,1.6,0.7559283782754186,0.0,0.0,0.0,-0.3228416471271458,0.9608325395330694,0.3027892646361485,0,arousal
325,0.92,0.18,0.55,0.05,0.0,0.0,0.0,0.5197346672083575,0.0,0.0,0.0,0.0,1.6,0.7474430062014578,0.0,0.0,0.0,-0.32124636825465247,0.9603347117563379,0.2986697397836955,0,arousal
326,0.92,0.18,0.55,0.05,0.0,0.0,0.0,0.524864990243933,0.0,0.0,0.0,0.0,1.6,0.7386915369026419,0.0,0.0,0.0,-0.3196297068513294,0.9598403687740436,0.29457905160520964,0,arousal
327,0.92,0.18,0.55,0.05,0.0,0.0,0.0,0.5198742271607786,0.0,0.0,0.0,0.0,1.6,0.7301892056076414,0.0,0.0,0.0,-0.3180431498497019,0.9593494861926252,0.29051699824397315,0,arousal
328,0.92,0.18,0.55,0.05,0.0,0.0,0.0,0.5296284522314813,0.0,0.0,0.0,0.0,1.6,0.7211935051336917,0.0,0.0,0.0,-0.3164124101972844,0.9588620397892769,0.2864833792562653,0,arousal
329,0.92,0.18,0.55,0.05,0.0,0.0,0.0,0.5545384746769761,0.0,0.0,0.0,0.0,1.6,0.7109621660114754,0.0,0.0,0.0,-0.3146632248672753,0.9583780055107519,0.28247799560147147,0,arousal
330,0.92,0.18,0.55,0.05,0.0,0.0,0.0,0.5557158157372399,0.0,0.0,0.0,0.0,1.6,0.7007181143123804,0.0,0.0,0.0,-0.3129178506395029,0.9578973594721766,0.2785006496322612,0,arousal
331,0.92,0.18,0.55,0.05,0.0,0.0,0.0,0.5573984211471038,0.0,0.0,0.0,0.0,1.6,0.6904381250322141,0.0,0.0,0.0,-0.31117392943702843,0.9574200779558714,0.27455114508483536,0,arousal
332,0.92,0.18,0.55,0.05,0.0,0.0,0.0,0.5505931640655288,0.0,0.0,0.0,0.0,1.6,0.6805492680331258,0.0,0.0,0.0,-0.30947413291858294,0.9569461374101803,0.2706292870692415,0,arousal
333,0.92,0.18,0.55,0.05,0.0,0.0,0.0,0.5577003220197732,0.0010567605295138532,0.0,0.0,0.0,1.6,0.6703466296513639,0.0,0.0,0.0,-0.3076422585846485,0.956475514448309,0.2667348820597568,0,arousal
334,0.92,0.18,0.55,0.05,0.0,0.0,0.0,0.548862546891906,0.001893749829415238,0.0,0.0,0.0,1.6,0.6606378896001158,0.0,0.0,0.0,-0.3058866927478263,0.9560081858471708,0.2628677378853385,0,arousal
335,0.92,0.18,0.55,0.05,0.0,0.0,0.0,0.5417787347727149,0.00268914924329626,0.0,0.0,0.0,1.6,0.6513231562257971,0.0,0.0,0.0,-0.30417959351761104,0.9555441285462407,0.25902766372014113,0,arousal
336,0.92,0.18,0.55,0.05,0.0,0.0,0.0,0.5588442581002442,0.0058544753601799115,0.0,0.0,0.0,1.6,0.6411855547696709,0.0,0.0,0.0,-0.3021580874105745,0.955083319646417,0.25521447007410014,0,arousal
337,0.92,0.18,0.55,0.05,0.0,0.0,0.0,0.553375957182288,0.009048559827464393,0.0006381818743210754,0.0,0.0,1.6,0.631325375031506,0.0,0.0,0.0,-0.3000769406713373,0.954625736408892,0.2514279687835814,0,arousal
338,0.92,0.18,0.55,0.05,0.0,0.0,0.0,0.56799449458831,0.014312566223748761,0.004646533153386173,0.0016137818083950123,0.0,1.6,0.6204624952759522,0.0,0.0,0.0,-0.29706013446395146,0.9541713562540298,0.24766797300209634,0,arousal
339,0.92,0.18,0.55,0.05,0.0,0.0,0.0,0.5864582948426057,0.02215601273900395,0.01301879024885931,0.006036708984654929,0.0,1.6,0.6080852058263123,0.0,0.0,0.0,-0.2927468529158024,0.9537201567602516,0.24393429719108167,0,arousal
340,0.92,0.18,0.55,0.05,0.0,0.0,0.0,0.5915332276236689,0.03140682897604255,0.02453957832117512,0.012108939878985599,0.0,1.6,0.594655050247763,0.0,0.0,0.0,-0.28758656066870364,0.9532721156629298,0.2402267571107441,0,arousal
341,0.92,0.18,0.55,0.05,0.0,0.0,0.0,0.5993458125472304,0.04247372963594066,0.03982850805207817,0.020094446376105315,0.0,1.6,0.5797647429959425,0.0,0.0,0.0,-0.28138448185103265,0.9528272108532894,0.23654516981096887,0,arousal
342,0.92,0.18,0.55,0.05,0.0,0.0,0.0,0.620834489482209,0.056882177964053926,0.061016075061351954,0.03126373705502461,0.0,1.6,0.5623010299016956,0.0,0.0,0.0,-0.2734513915456468,0.9523854203773163,0.2328893536222921,0,arousal
343,0.92,0.18,0.55,0.05,0.0,0.0,0.0,0.6199738258822636,0.07262956517520693,0.08577369858999362,0.043703417026711835,0.0,1.5966538786038758,0.5431693751004729,0.0,0.0,0.0,-0.26419387057173394,0.951946722434675,0.22925912814693605,0,arousal
344,0.92,0.18,0.55,0.05,0.0,0.0,0.0,0.6151848148775569,0.08948579073078151,0.11373196120430262,0.057103864861409115,0.0,1.5896844447067977,0.5223583826462538,0.0,0.0,0.0,-0.25368317456806816,0.9515110953776323,0.2256543142499075,0,arousal
345,0.92,0.18,0.55,0.05,0.0,0.0,0.0,0.6029851116346253,0.10685844032594147,0.14399963494930682,0.0708424320708772,0.005971955204125096,1.5789987839875297,0.5001023804094772,0.0,0.0,0.0,-0.24170007613551983,0.951078517709989,0.22207473405015815,0,arousal
346,0.92,0.18,0.55,0.05,0.0,0.0,0.0,0.6052227779727037,0.1263071986797338,0.17843967884561648,0.08625012748196823,0.01976789367185875,1.5642850514126978,0.4753876845947366,0.0,0.0,0.0,-0.22740770760972065,0.9506489680860191,0.21852021091180704,0,arousal
347,0.92,0.18,0.55,0.05,0.0,0.0,0.0,0.6217453089629786,0.14943372038885272,0.21923549320096541,0.10469947607520907,0.04229078301011742,1.5449849649673637,0.4470619371765662,0.0,0.0,0.0,-0.2099484761425148,0.9502224253094169,0.21499056943542438,0,arousal
348,0.92,0.18,0.55,0.05,0.0,0.0,0.0,0.6324114504184682,0.17590051231077122,0.2662370734446221,0.12580818275537053,0.07432746552140493,1.5205861362378918,0.4150240987052546,0.0,0.0,0.0,-0.1892807916868752,0.9497988683322509,0.2114856354493764,0,arousal
349,0.92,0.18,0.55,0.05,0.0,0.0,0.0,0.62363407998755,0.20401421240443882,0.31738886607003874,0.14796826139350103,0.11610213557859925,1.4908484417515178,0.38001974878348943,0.0,0.0,0.0,-0.16605034279353148,0.9493782762539252,0.20800523600123078,0,arousal
350,0.92,0.18,0.55,0.05,0.0,0.58,0.0,0.6160749629497222,0.23408360074923648,0.4356127473386008,0.5193842151127008,0.20129996014243182,1.4479931183034576,0.33670674204305145,0.0,0.021000491395685515,0.0,-0.08865413940472582,0.8909606283201478,0.20454919934922217,0,arousal
351,0.92,0.18,0.55,0.05,0.0,0.58,0.0,0.6123302521383237,0.27044160889430163,0.6116185954128562,0.8650452030813209,0.3368894902780054,1.3857451348606484,0.2805059049868547,0.0,0.08496416284401584,0.0,0.01026113052470215,0.8905459039219068,0.2011173549537776,0,arousal
352,0.92,0.18,0.55,0.05,0.0,0.58,0.0,0.6166997228777442,0.3171421167038669,0.8387041321361346,1.1886906524437415,0.5282354089379432,1.298947464855733,0.2072874642296714,0.0,0.18919959890172755,0.0,0.131513049833831,0.8901340825944534,0.19770953346910117,0,arousal
353,0.92,0.18,0.55,0.05,0.0,0.58,0.0,0.6159186196915977,0.37636853649212115,1.1102607356292813,1.4929180274483438,0.779161015068752,1.1834939473537247,0.11422919740446424,0.0,0.3319047873186488,0.10038864165527307,0.3055275853542532,0.8897251440162922,0.19432556673481746,0,arousal
354,0.92,0.18,0.55,0.05,0.0,0.58,0.0,0.6193664143583646,0.4507693212762231,1.3896453775810182,1.6,1.075229751521965,1.0398808726844941,0.0010503629568285738,0.011883656370590523,0.4946439296038735,0.29832500127596007,0.5059734416840008,0.8893190680081782,0.19096528776767374,0,intromission
355,0.92,0.18,0.55,0.05,0.0,0.58,0.0,0.6234991515644845,0.5403472810446835,1.6,1.6,1.3930478343833068,0.8778026635823901,0.0,0.05576578666575899,0.6635426097190904,0.5594341033596097,0.7048435943175902,0.888915834532121,0.18762853075330002,0,intromission
356,0.92,0.18,0.55,0.05,0.0,0.58,0.0,0.6215114496351207,0.6398131356360376,1.6,1.6,1.6,0.7234279540936668,0.0,0.11920640575993631,0.8351143924782426,0.853054128803437,0.8783225496302757,0.8885154236903962,0.1843151310380269,0,pre_ejaculatory
357,0.92,0.18,0.55,0.05,0.0,0.58,0.0,0.6221892522336866,0.7364618775253,1.6,1.6,1.6,0.5763743721135468,0.0,0.19996668223638434,1.0011667756397096,1.1629107015548679,1.0403831051067616,0.8881178157245633,1.1658836179342242,1,ejaculation
358,0.92,0.18,0.55,0.05,0.0,0.58,0.0,0.6253076059164995,0.6533574211754041,1.6,1.6,1.6,0.5544616876599764,0.0,0.17035945979115735,0.8863120606530783,0.8595078666331741,0.7421801436484514,1.0059060341521069,1.1557224326086846,0,refractory
359,0.92,0.18,0.55,0.05,0.0,0.58,0.0,0.6253956046445078,0.5749994340291524,1.6,1.6,1.6,0.5324252951900197,0.0,0.13776797413262154,0.9413961277054691,0.8725619545149698,0.7480862758305922,1.0046866919130422,1.1456323755804239,0,refractory
360,0.92,0.18,0.55,0.05,0.0,0.58,0.0,0.6313549891086682,0.5017961251445225,1.6,1.6,1.6,0.5102799155001696,0.0,0.10291819765973435,0.9871018250492426,0.8984039476378864,0.7563402555225481,1.003475885069651,1.135612948951361,0,refractory
361,0.92,0.18,0.55,0.05,0.0,0.58,0.0,0.6507495472776016,0.43489788468097945,1.6,1.6,1.6,0.48803947359932437,0.0,0.06659925950856889,1.024154243980382,0.9339338268484954,0.7663665291271512,1.0022735538741634,1.1256636583087014,0,refractory
362,0.92,0.18,0.55,0.05,0.0,0.58,0.0,0.6565792882342059,0.3727149290449995,1.6,1.6,1.6,0.46571713891640226,0.0,0.029385067303286716,1.0532863631739338,0.9765538160570775,0.7774375773498569,1.0010796389970442,1.1157840127005405,0,refractory
363,0.92,0.18,0.55,0.05,0.0,0.58,0.0,0.6568142221689232,0.31451020645921957,1.6,1.6,1.6,0.44332536349464696,0.0,0.0,1.0763793255864866,1.0243148820363834,0.7904535979569496,0.9998940815240649,1.1059735246116367,0,refractory
364,0.92,0.18,0.55,0.05,0.0,0.58,0.0,0.6396204670485471,0.25838916150790703,1.6,1.6,1.6,0.420875918273311,0.0,0.0,1.0981440405666745,1.0763483375522647,0.8088290000955798,0.9987168229533965,1.0962317099393553,0,refractory
365,0.92,0.18,0.55,0.05,0.0,0.58,0.0,0.6438552192267573,0.20640935498872207,1.6,1.6,1.6,0.398379927552368,0.0,0.0,1.1187064655160717,1.1319109979997481,0.8284540995963215,0.9975478051927227,1.0865580879697798,0,refractory
366,0.92,0.18,0.55,0.05,0.0,0.58,0.0,0.6245742263400149,0.1560619943635579,1.5923845623788195,1.6,1.6,0.3767617542456649,0.0,0.0,1.1381800101674866,1.1896307730749045,0.8475098055779693,0.9963869705563737,1.0769521813539913,0,refractory
367,0.92,0.18,0.55,0.05,0.0,0.58,0.0,0.6114409164248531,0.10743559730232943,1.5784742590777059,1.6,1.6,0.35674101720653595,0.0,0.0,1.156666791015339,1.2483236465997811,0.8657667576553043,0.9952342617624791,1.0674135160845133,0,refractory
368,0.92,0.18,0.55,0.05,0.0,0.58,0.0,0.6214696722925467,0.06239634127545249,1.5617109840554466,1.6,1.6,0.33858827018969706,0.0,0.0,1.1742587603053538,1.3072018519352953,0.883641279012884,0.9940896219301417,1.0579416214719217,0,refractory
